Participant,Illusion_Type,Illusion_Difference,Illusion_Strength,File,Block,Trial,ISI,RT,Response,Response_Correct,Error
uksnzb50qu,VerticalHorizontal,-0.12339,-13.5,VerticalHorizontal_-13.500_-0.12339.png,A,22.0,740599.0,0.888,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.12339,22.5,VerticalHorizontal_22.5000_0.12339.png,A,23.0,742308.0,1.099,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.20298,-4.5,VerticalHorizontal_-4.5000_-0.20298.png,A,24.0,744502.0,1.515,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.0581,-4.5,VerticalHorizontal_-4.5000_0.05810.png,A,25.0,746687.0,0.682,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.12339,-4.5,VerticalHorizontal_-4.5000_-0.12339.png,A,26.0,748178.0,1.266,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.0581,-13.5,VerticalHorizontal_-13.500_-0.0581.png,A,27.0,750437.0,1.221,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.20298,40.5,VerticalHorizontal_40.5000_0.20298.png,A,28.0,752310.0,0.89,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,0.12339,-31.5,VerticalHorizontal_-31.500_0.12339.png,A,29.0,754262.0,1.769,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.20298,22.5,VerticalHorizontal_22.5000_0.20298.png,A,30.0,757088.0,0.855,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,0.0581,4.5,VerticalHorizontal_4.50000_0.05810.png,A,31.0,758975.0,0.829,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.3,31.5,VerticalHorizontal_31.5000_-0.3000.png,A,32.0,760858.0,0.939,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.3,-22.5,VerticalHorizontal_-22.500_0.30000.png,A,33.0,762570.0,0.727,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.12339,-4.5,VerticalHorizontal_-4.5000_0.12339.png,A,34.0,764280.0,0.607,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.0581,-40.5,VerticalHorizontal_-40.500_-0.0581.png,A,35.0,765758.0,0.624,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.3,-4.5,VerticalHorizontal_-4.5000_-0.3000.png,A,36.0,767463.0,0.611,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.3,40.5,VerticalHorizontal_40.5000_-0.3000.png,A,37.0,769114.0,0.906,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.0581,-31.5,VerticalHorizontal_-31.500_-0.0581.png,A,38.0,770643.0,1.115,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.3,-4.5,VerticalHorizontal_-4.5000_0.30000.png,A,39.0,772745.0,0.631,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.0581,22.5,VerticalHorizontal_22.5000_0.05810.png,A,40.0,774492.0,0.834,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.20298,40.5,VerticalHorizontal_40.5000_-0.20298.png,A,41.0,775990.0,1.09,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.12339,-22.5,VerticalHorizontal_-22.500_0.12339.png,A,42.0,777935.0,1.031,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,0.12339,13.5,VerticalHorizontal_13.5000_0.12339.png,A,43.0,779858.0,0.962,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.3,13.5,VerticalHorizontal_13.5000_-0.3000.png,A,44.0,781613.0,0.784,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.12339,-40.5,VerticalHorizontal_-40.500_0.12339.png,A,45.0,783169.0,0.599,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.0581,4.5,VerticalHorizontal_4.50000_-0.0581.png,A,46.0,784552.0,1.092,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.3,-31.5,VerticalHorizontal_-31.500_0.30000.png,A,47.0,786683.0,0.723,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.12339,31.5,VerticalHorizontal_31.5000_0.12339.png,A,48.0,788288.0,1.138,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.0581,-22.5,VerticalHorizontal_-22.500_-0.0581.png,A,49.0,790464.0,0.85,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.3,22.5,VerticalHorizontal_22.5000_-0.3000.png,A,50.0,792304.0,0.735,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.20298,13.5,VerticalHorizontal_13.5000_-0.20298.png,A,51.0,794027.0,0.715,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.20298,-40.5,VerticalHorizontal_-40.500_0.20298.png,A,52.0,795380.0,0.649,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.3,-31.5,VerticalHorizontal_-31.500_-0.3000.png,A,53.0,796797.0,0.535,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.20298,22.5,VerticalHorizontal_22.5000_-0.20298.png,A,54.0,798164.0,0.894,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.12339,-13.5,VerticalHorizontal_-13.500_0.12339.png,A,55.0,799980.0,0.717,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.0581,13.5,VerticalHorizontal_13.5000_-0.0581.png,A,56.0,801429.0,0.756,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.20298,-13.5,VerticalHorizontal_-13.500_-0.20298.png,A,57.0,802802.0,0.597,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.3,4.5,VerticalHorizontal_4.50000_0.30000.png,A,58.0,804043.0,0.722,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.3,13.5,VerticalHorizontal_13.5000_0.30000.png,A,59.0,805822.0,0.658,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.20298,-31.5,VerticalHorizontal_-31.500_0.20298.png,A,60.0,807240.0,0.704,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,0.20298,-13.5,VerticalHorizontal_-13.500_0.20298.png,A,61.0,808919.0,1.13,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.3,4.5,VerticalHorizontal_4.50000_-0.3000.png,A,62.0,810783.0,0.631,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.20298,31.5,VerticalHorizontal_31.5000_-0.20298.png,A,63.0,812473.0,1.252,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.0581,40.5,VerticalHorizontal_40.5000_0.05810.png,A,64.0,814587.0,1.154,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,0.20298,-4.5,VerticalHorizontal_-4.5000_0.20298.png,A,65.0,816459.0,0.73,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.0581,31.5,VerticalHorizontal_31.5000_-0.0581.png,A,66.0,817997.0,0.824,arrowleft,arrowright,1
uksnzb50qu,VerticalHorizontal,0.0581,13.5,VerticalHorizontal_13.5000_0.05810.png,A,67.0,819669.0,0.79,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.12339,31.5,VerticalHorizontal_31.5000_-0.12339.png,A,68.0,821197.0,0.641,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.0581,-13.5,VerticalHorizontal_-13.500_0.05810.png,A,69.0,822841.0,2.109,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.12339,40.5,VerticalHorizontal_40.5000_-0.12339.png,A,70.0,825907.0,0.843,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.3,-13.5,VerticalHorizontal_-13.500_-0.3000.png,A,71.0,827702.0,0.703,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,-0.12339,4.5,VerticalHorizontal_4.50000_-0.12339.png,A,72.0,829241.0,0.713,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.0581,-22.5,VerticalHorizontal_-22.500_0.05810.png,A,73.0,830702.0,0.825,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,0.20298,13.5,VerticalHorizontal_13.5000_0.20298.png,A,74.0,832557.0,0.753,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.12339,13.5,VerticalHorizontal_13.5000_-0.12339.png,A,75.0,833974.0,0.786,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.20298,4.5,VerticalHorizontal_4.50000_0.20298.png,A,76.0,835589.0,0.747,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,0.0581,-40.5,VerticalHorizontal_-40.500_0.05810.png,A,77.0,837023.0,0.974,arrowleft,arrowleft,0
uksnzb50qu,VerticalHorizontal,-0.20298,-22.5,VerticalHorizontal_-22.500_-0.20298.png,A,78.0,839016.0,0.643,arrowright,arrowright,0
uksnzb50qu,VerticalHorizontal,0.12339,40.5,VerticalHorizontal_40.5000_0.12339.png,A,79.0,840429.0,1.679,arrowright,arrowleft,1
uksnzb50qu,VerticalHorizontal,-0.12339,22.5,VerticalHorizontal_22.5000_-0.12339.png,A,80.0,842727.0,0.814,arrowright,arrowright,0
uksnzb50qu,MullerLyer,-0.045,-18.0,MullerLyer_-18.000_-0.0450.png,B,1.0,1103945.0,4.212,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.24183,-24.0,MullerLyer_-24.000_-0.24183.png,B,2.0,1108876.0,1.252,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.37364,18.0,MullerLyer_18.0000_-0.37364.png,B,3.0,1110964.0,1.064,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.045,6.0,MullerLyer_6.00000_0.04500.png,B,4.0,1113101.0,0.655,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,-0.1337,30.0,MullerLyer_30.0000_-0.1337.png,B,5.0,1114743.0,0.923,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,-0.24183,12.0,MullerLyer_12.0000_-0.24183.png,B,6.0,1116669.0,1.214,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.24183,6.0,MullerLyer_6.00000_-0.24183.png,B,7.0,1118640.0,1.074,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.37364,6.0,MullerLyer_6.00000_0.37364.png,B,8.0,1120543.0,0.801,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.37364,-18.0,MullerLyer_-18.000_-0.37364.png,B,9.0,1122396.0,0.716,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.24183,12.0,MullerLyer_12.0000_0.24183.png,B,10.0,1124011.0,1.318,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,0.1337,18.0,MullerLyer_18.0000_0.13370.png,B,11.0,1126390.0,1.024,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,-0.24183,-6.0,MullerLyer_-6.0000_-0.24183.png,B,12.0,1128303.0,0.756,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.37364,-18.0,MullerLyer_-18.000_0.37364.png,B,13.0,1129804.0,0.696,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.37364,-24.0,MullerLyer_-24.000_-0.37364.png,B,14.0,1131176.0,0.766,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.24183,-18.0,MullerLyer_-18.000_-0.24183.png,B,15.0,1132889.0,0.8,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.045,30.0,MullerLyer_30.0000_0.04500.png,B,16.0,1134495.0,2.068,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,-0.24183,24.0,MullerLyer_24.0000_-0.24183.png,B,17.0,1137336.0,1.551,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.37364,24.0,MullerLyer_24.0000_-0.37364.png,B,18.0,1139721.0,0.834,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.37364,30.0,MullerLyer_30.0000_-0.37364.png,B,19.0,1141339.0,1.068,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.045,24.0,MullerLyer_24.0000_-0.0450.png,B,20.0,1143069.0,1.137,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,0.24183,24.0,MullerLyer_24.0000_0.24183.png,B,21.0,1144874.0,0.88,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,0.24183,18.0,MullerLyer_18.0000_0.24183.png,B,22.0,1146754.0,0.94,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,0.1337,-24.0,MullerLyer_-24.000_0.13370.png,B,23.0,1148356.0,0.727,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.045,-30.0,MullerLyer_-30.000_0.04500.png,B,24.0,1150178.0,0.731,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.37364,6.0,MullerLyer_6.00000_-0.37364.png,B,25.0,1151773.0,0.877,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.24183,-18.0,MullerLyer_-18.000_0.24183.png,B,26.0,1153437.0,1.008,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.045,-12.0,MullerLyer_-12.000_0.04500.png,B,27.0,1155545.0,1.164,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,0.24183,-30.0,MullerLyer_-30.000_0.24183.png,B,28.0,1157522.0,0.829,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.1337,-12.0,MullerLyer_-12.000_0.13370.png,B,29.0,1159092.0,1.857,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.24183,30.0,MullerLyer_30.0000_0.24183.png,B,30.0,1161952.0,1.296,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,0.37364,30.0,MullerLyer_30.0000_0.37364.png,B,31.0,1164333.0,1.057,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,0.045,-24.0,MullerLyer_-24.000_0.04500.png,B,32.0,1166168.0,0.668,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.1337,24.0,MullerLyer_24.0000_-0.1337.png,B,33.0,1167469.0,1.254,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,0.045,18.0,MullerLyer_18.0000_0.04500.png,B,34.0,1169648.0,1.179,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.37364,-12.0,MullerLyer_-12.000_0.37364.png,B,35.0,1171744.0,0.632,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.045,12.0,MullerLyer_12.0000_0.04500.png,B,36.0,1173068.0,0.979,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.24183,-12.0,MullerLyer_-12.000_0.24183.png,B,37.0,1175128.0,0.693,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.1337,18.0,MullerLyer_18.0000_-0.1337.png,B,38.0,1176919.0,1.074,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.1337,24.0,MullerLyer_24.0000_0.13370.png,B,39.0,1178905.0,1.441,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.37364,24.0,MullerLyer_24.0000_0.37364.png,B,40.0,1181273.0,1.041,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.24183,6.0,MullerLyer_6.00000_0.24183.png,B,41.0,1183281.0,1.447,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.24183,18.0,MullerLyer_18.0000_-0.24183.png,B,42.0,1185430.0,0.828,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,-0.045,-24.0,MullerLyer_-24.000_-0.0450.png,B,43.0,1187349.0,0.627,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.1337,6.0,MullerLyer_6.00000_-0.1337.png,B,44.0,1188609.0,0.764,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,0.1337,-18.0,MullerLyer_-18.000_0.13370.png,B,45.0,1190168.0,0.725,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.37364,-6.0,MullerLyer_-6.0000_0.37364.png,B,46.0,1191679.0,0.773,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.045,-12.0,MullerLyer_-12.000_-0.0450.png,B,47.0,1193319.0,2.046,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.1337,-6.0,MullerLyer_-6.0000_0.13370.png,B,48.0,1195984.0,1.177,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.045,12.0,MullerLyer_12.0000_-0.0450.png,B,49.0,1198225.0,0.781,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,-0.1337,-12.0,MullerLyer_-12.000_-0.1337.png,B,50.0,1199626.0,0.96,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.1337,-18.0,MullerLyer_-18.000_-0.1337.png,B,51.0,1201216.0,0.758,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.1337,6.0,MullerLyer_6.00000_0.13370.png,B,52.0,1202631.0,0.902,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.37364,12.0,MullerLyer_12.0000_0.37364.png,B,53.0,1204339.0,0.724,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.24183,-30.0,MullerLyer_-30.000_-0.24183.png,B,54.0,1205944.0,0.649,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.045,6.0,MullerLyer_6.00000_-0.0450.png,B,55.0,1207687.0,0.848,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,0.1337,12.0,MullerLyer_12.0000_0.13370.png,B,56.0,1209372.0,0.901,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.1337,12.0,MullerLyer_12.0000_-0.1337.png,B,57.0,1211061.0,0.816,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,0.045,-6.0,MullerLyer_-6.0000_0.04500.png,B,58.0,1212959.0,0.751,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.24183,-24.0,MullerLyer_-24.000_0.24183.png,B,59.0,1214408.0,0.682,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.1337,-30.0,MullerLyer_-30.000_-0.1337.png,B,60.0,1216043.0,0.698,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.045,30.0,MullerLyer_30.0000_-0.0450.png,B,61.0,1217442.0,1.01,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,-0.37364,-6.0,MullerLyer_-6.0000_-0.37364.png,B,62.0,1219442.0,0.815,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.1337,-30.0,MullerLyer_-30.000_0.13370.png,B,63.0,1221357.0,0.656,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.37364,-30.0,MullerLyer_-30.000_-0.37364.png,B,64.0,1222681.0,0.783,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.24183,-6.0,MullerLyer_-6.0000_0.24183.png,B,65.0,1224552.0,0.712,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.37364,-12.0,MullerLyer_-12.000_-0.37364.png,B,66.0,1226281.0,0.757,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.37364,18.0,MullerLyer_18.0000_0.37364.png,B,67.0,1227670.0,0.999,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.1337,-6.0,MullerLyer_-6.0000_-0.1337.png,B,68.0,1229691.0,1.039,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.37364,-30.0,MullerLyer_-30.000_0.37364.png,B,69.0,1231773.0,0.628,arrowup,arrowup,0
uksnzb50qu,MullerLyer,0.37364,-24.0,MullerLyer_-24.000_0.37364.png,B,70.0,1233034.0,0.663,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.045,-30.0,MullerLyer_-30.000_-0.0450.png,B,71.0,1234334.0,0.603,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.1337,30.0,MullerLyer_30.0000_0.13370.png,B,72.0,1235859.0,0.977,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,-0.24183,30.0,MullerLyer_30.0000_-0.24183.png,B,73.0,1237757.0,0.81,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,-0.1337,-24.0,MullerLyer_-24.000_-0.1337.png,B,74.0,1239248.0,0.993,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.045,24.0,MullerLyer_24.0000_0.04500.png,B,75.0,1241041.0,1.104,arrowdown,arrowup,1
uksnzb50qu,MullerLyer,-0.045,-6.0,MullerLyer_-6.0000_-0.0450.png,B,76.0,1243130.0,0.728,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,0.045,-18.0,MullerLyer_-18.000_0.04500.png,B,77.0,1244654.0,0.867,arrowup,arrowup,0
uksnzb50qu,MullerLyer,-0.045,18.0,MullerLyer_18.0000_-0.0450.png,B,78.0,1246318.0,0.895,arrowup,arrowdown,1
uksnzb50qu,MullerLyer,-0.37364,12.0,MullerLyer_12.0000_-0.37364.png,B,79.0,1247969.0,1.076,arrowdown,arrowdown,0
uksnzb50qu,MullerLyer,-0.24183,-12.0,MullerLyer_-12.000_-0.24183.png,B,80.0,1249864.0,0.755,arrowdown,arrowdown,0
uksnzb50qu,Ebbinghaus,0.2687,1.2,Ebbinghaus_1.20000_0.26870.png,B,1.0,1267664.0,1.238,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,0.14856,-0.6,Ebbinghaus_-0.6000_0.14856.png,B,2.0,1269786.0,0.928,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.14856,-1.2,Ebbinghaus_-1.2000_-0.14856.png,B,3.0,1271652.0,0.689,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.05,0.9,Ebbinghaus_0.90000_-0.0500.png,B,4.0,1273145.0,1.097,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.05,0.6,Ebbinghaus_0.60000_0.05000.png,B,5.0,1274965.0,0.993,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,0.14856,0.9,Ebbinghaus_0.90000_0.14856.png,B,6.0,1276620.0,1.09,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.14856,1.5,Ebbinghaus_1.50000_-0.14856.png,B,7.0,1278605.0,1.04,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.2687,0.9,Ebbinghaus_0.90000_-0.2687.png,B,8.0,1280562.0,0.893,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.05,1.5,Ebbinghaus_1.50000_-0.0500.png,B,9.0,1282530.0,0.931,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.05,0.3,Ebbinghaus_0.30000_-0.0500.png,B,10.0,1284142.0,1.023,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.41515,-1.2,Ebbinghaus_-1.2000_-0.41515.png,B,11.0,1286187.0,0.757,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.41515,0.6,Ebbinghaus_0.60000_0.41515.png,B,12.0,1287582.0,1.474,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,0.14856,1.5,Ebbinghaus_1.50000_0.14856.png,B,13.0,1289716.0,1.285,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,0.41515,0.3,Ebbinghaus_0.30000_0.41515.png,B,14.0,1291720.0,0.885,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.14856,0.6,Ebbinghaus_0.60000_-0.14856.png,B,15.0,1293490.0,0.883,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.41515,-1.5,Ebbinghaus_-1.5000_0.41515.png,B,16.0,1295385.0,0.76,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,0.2687,-0.3,Ebbinghaus_-0.3000_0.26870.png,B,17.0,1296766.0,1.754,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,0.14856,1.2,Ebbinghaus_1.20000_0.14856.png,B,18.0,1299457.0,1.078,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,0.14856,-0.3,Ebbinghaus_-0.3000_0.14856.png,B,19.0,1301652.0,1.256,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,-0.14856,1.2,Ebbinghaus_1.20000_-0.14856.png,B,20.0,1303610.0,1.786,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.2687,-1.5,Ebbinghaus_-1.5000_0.26870.png,B,21.0,1306148.0,0.706,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,-0.41515,-1.5,Ebbinghaus_-1.5000_-0.41515.png,B,22.0,1307707.0,0.715,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.2687,0.9,Ebbinghaus_0.90000_0.26870.png,B,23.0,1309135.0,0.967,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.41515,0.6,Ebbinghaus_0.60000_-0.41515.png,B,24.0,1310739.0,1.13,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.41515,-0.3,Ebbinghaus_-0.3000_0.41515.png,B,25.0,1312964.0,1.087,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,-0.2687,1.2,Ebbinghaus_1.20000_-0.2687.png,B,26.0,1314913.0,1.549,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.2687,0.6,Ebbinghaus_0.60000_0.26870.png,B,27.0,1317106.0,1.88,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.14856,-0.6,Ebbinghaus_-0.6000_-0.14856.png,B,28.0,1319812.0,1.0,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.2687,-0.6,Ebbinghaus_-0.6000_0.26870.png,B,29.0,1321697.0,0.997,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,-0.2687,-0.3,Ebbinghaus_-0.3000_-0.2687.png,B,30.0,1323390.0,0.705,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.14856,-0.9,Ebbinghaus_-0.9000_0.14856.png,B,31.0,1325082.0,0.917,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,0.2687,1.5,Ebbinghaus_1.50000_0.26870.png,B,32.0,1326717.0,1.296,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,0.05,-1.5,Ebbinghaus_-1.5000_0.05000.png,B,33.0,1328663.0,1.129,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,-0.05,-0.6,Ebbinghaus_-0.6000_-0.0500.png,B,34.0,1330766.0,1.135,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.41515,-0.6,Ebbinghaus_-0.6000_-0.41515.png,B,35.0,1332746.0,0.702,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.41515,1.2,Ebbinghaus_1.20000_-0.41515.png,B,36.0,1334358.0,2.005,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,-0.05,0.6,Ebbinghaus_0.60000_-0.0500.png,B,37.0,1337298.0,0.974,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.14856,0.3,Ebbinghaus_0.30000_0.14856.png,B,38.0,1338907.0,0.969,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.2687,-1.5,Ebbinghaus_-1.5000_-0.2687.png,B,39.0,1340592.0,0.698,arrowright,arrowright,0
uksnzb50qu,Ebbinghaus,0.14856,-1.2,Ebbinghaus_-1.2000_0.14856.png,B,40.0,1341993.0,1.211,arrowleft,arrowleft,0
uksnzb50qu,Ebbinghaus,0.05,-0.3,Ebbinghaus_-0.3000_0.05000.png,B,41.0,1344290.0,0.839,arrowright,arrowleft,1
uksnzb50qu,Ebbinghaus,-0.14856,-0.3,Ebbinghaus_-0.3000_-0.14856.png,B,42.0,1345785.0,1.386,arrowright,arrowright,0
